"","Site","Plot","Row","Column","Species.x","C_E_or_T.x","Rep.x","Germinate.x","Done?","Notes.x","Species.y","C_E_or_T.y","Rep.y","Germinate.y","Done","Notes.y"
"562",3,"B",9,2,"LARO","T",2,"2",NA,NA,"LARO","T",2,"2","Y",NA
"563",3,"B",9,3,"HYGL","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"564",3,"B",9,4,"TRCY","T",2,"4",NA,NA,"TRCY","T",2,"4","Y",NA
"565",3,"B",9,6,"HYGL","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"566",3,"B",9,7,"PEAI","C",1,"2",NA,NA,"PEAI","C",1,"2",NA,NA
"567",3,"B",9,8,"VERO","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"568",3,"B",9,9,"PEAI","C",2,"3",NA,NA,"PEAI","C",2,"3",NA,NA
"569",3,"B",10,1,"ARCA","C",2,"2",NA,NA,"ARCA","C",2,"2",NA,NA
"570",3,"B",10,2,"PLDE","C",1,"1",NA,NA,"PLDE","C",1,"1","Y",NA
"571",3,"B",10,3,"TRCY","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"572",3,"B",10,4,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"573",3,"B",10,6,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"574",3,"B",10,7,"ARCA","E",2,"2",NA,NA,"ARCA","E",2,"2",NA,NA
"575",3,"B",10,8,"HYGL","E",1,"1",NA,NA,"HYGL","E",1,"1",NA,NA
"576",3,"B",10,9,"TROR","C",3,"1",NA,NA,"TROR","C",3,"1","Y",NA
"577",3,"C",1,1,"HYGL","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"578",3,"C",1,2,"LARO","T",2,"2",NA,NA,"LARO","C",3,"2","Y","Swap"
"579",3,"C",1,3,"VERO","T",2,"8",NA,NA,"VERO","C",1,"8",NA,"Swap"
"580",3,"C",1,4,"VERO","E",1,"9",NA,NA,"VERO","E",1,"9",NA,NA
"581",3,"C",1,5,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"582",3,"C",1,6,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"583",3,"C",1,7,"ARCA","T",1,"7",NA,NA,"ARCA","T",1,"7","Y",NA
"584",3,"C",1,8,"VERO","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"585",3,"C",1,9,"HYGL","C",3,"1",NA,NA,"HYGL","C",3,"1",NA,NA
"586",3,"C",2,1,"TRCY","C",1,"2",NA,NA,"TRCY","C",1,"2",NA,NA
"587",3,"C",2,2,"PEAI","E",1,"5",NA,NA,"PEAI","E",1,"5","Y",NA
"588",3,"C",2,3,"TROR","E",1,"4",NA,NA,"TROR","E",1,"4",NA,NA
"589",3,"C",2,4,"VERO","C",1,"1",NA,NA,"VERO","T",2,"1",NA,"Swap"
"590",3,"C",2,5,"VERO","C",3,"4",NA,NA,"VERO","C",3,"4","Y",NA
"591",3,"C",2,6,"TROR","C",3,"3",NA,NA,"TROR","C",3,"3",NA,NA
"592",3,"C",2,7,"PLDE","C",3,"2",NA,NA,"PLDE","C",3,"2","Y",NA
"593",3,"C",2,8,"PLDE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"594",3,"C",2,9,"PEAI","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"595",3,"C",3,1,"HYGL","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"596",3,"C",3,2,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"597",3,"C",3,3,"HYGL","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"598",3,"C",3,4,"TROR","E",3,"3",NA,NA,"TROR","E",3,"3",NA,NA
"599",3,"C",3,5,"TROR","C",2,"10",NA,NA,"TROR","C",2,"10","Y",NA
"600",3,"C",3,6,"LARO","E",1,"1",NA,NA,"LARO","E",1,"1","Y",NA
"601",3,"C",3,7,"ARCA","E",2,"1",NA,NA,"ARCA","E",2,"1","Y",NA
"602",3,"C",3,8,"VERO","E",2,"5",NA,NA,"VERO","E",2,"5","Y",NA
"603",3,"C",3,9,"LARO","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"604",3,"C",4,1,"LARO","C",1,"1",NA,NA,"LARO","C",1,"1",NA,NA
"605",3,"C",4,2,"LARO","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"606",3,"C",4,3,"PLDE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"607",3,"C",4,4,"TROR","T",2,"4",NA,NA,"TROR","T",2,"4",NA,NA
"608",3,"C",4,5,"LARO","C",2,"1",NA,NA,"LARO","C",2,"1","Y",NA
"609",3,"C",4,6,"TRCY","E",1,"6",NA,NA,"TRCY","E",1,"6",NA,NA
"610",3,"C",4,7,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"611",3,"C",4,8,"HYGL","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"612",3,"C",4,9,"TRCY","C",3,"6",NA,NA,"TRCY","C",3,"6",NA,NA
"613",3,"C",5,1,"TRCY","E",3,"13",NA,NA,"TRCY","E",3,"13",NA,NA
"614",3,"C",5,2,"ARCA","C",1,"3",NA,NA,"ARCA","C",1,"3","Y",NA
"615",3,"C",5,8,"PEAI","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"616",3,"C",5,9,"LARO","E",3,"2",NA,NA,"LARO","E",3,"2",NA,NA
"617",3,"C",6,1,"HYGL","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"618",3,"C",6,2,"PEAI","C",3,"1",NA,NA,"PEAI","C",3,"1",NA,NA
"619",3,"C",6,8,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"620",3,"C",6,9,"ARCA","C",3,"1?",NA,NA,"ARCA","C",3,"1?",NA,NA
"621",3,"C",7,1,"ARCA","C",2,"5",NA,NA,"ARCA","C",2,"5","Y",NA
"622",3,"C",7,2,"PLDE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"623",3,"C",7,8,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"624",3,"C",7,9,"TRCY","C",2,"13",NA,NA,"TRCY","C",2,"13",NA,NA
"625",3,"C",8,1,"TRCY","E",2,"13",NA,NA,"TRCY","E",2,"13",NA,NA
"626",3,"C",8,2,"VERO","C",2,"1",NA,NA,"VERO","C",2,"1","Y",NA
"627",3,"C",8,3,"PEAI","C",1,"4",NA,NA,"PEAI","E",3,"4",NA,"Swap"
"628",3,"C",8,4,"HYGL","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"629",3,"C",8,6,"TROR","C",1,"7",NA,NA,"TROR","E",2,"7",NA,"Swap"
"630",3,"C",8,7,"POLE","T",2,"2",NA,NA,"POLE","C",1,"2","Y","Swap"
"631",3,"C",8,8,"ARCA","E",1,"1",NA,NA,"ARCA","E",1,"1","Y",NA
"632",3,"C",8,9,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"633",3,"C",9,1,"PLDE","E",1,"1",NA,NA,"PLDE","E",1,"1",NA,NA
"634",3,"C",9,2,"TRCY","T",1,"11",NA,NA,"TRCY","T",1,"11",NA,NA
"635",3,"C",9,3,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"636",3,"C",9,4,"PEAI","T",2,"5",NA,NA,"PEAI","E",2,"5",NA,"Swap"
"637",3,"C",9,6,"PEAI","E",3,"4",NA,NA,"PEAI","C",1,"4",NA,"Swap"
"638",3,"C",9,7,"VERO","E",3,"5",NA,NA,"VERO","E",3,"5",NA,NA
"639",3,"C",9,8,"TROR","T",1,"6",NA,NA,"TROR","T",1,"6",NA,NA
"640",3,"C",9,9,"PLDE","E",2,"1",NA,NA,"PLDE","E",2,"1","Y",NA
"641",3,"C",10,1,"PLDE","C",1,"9",NA,NA,"PLDE","C",1,"9",NA,NA
"642",3,"C",10,2,"TROR","E",2,"4",NA,NA,"TROR","C",1,"4","Y","Swap"
"643",3,"C",10,3,"ARCA","T",2,"2",NA,NA,"ARCA","T",2,"2","Y",NA
"644",3,"C",10,4,"PEAI","T",1,"1",NA,NA,"PEAI","C",2,"1",NA,"Swap"
"645",3,"C",10,6,"PLDE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"646",3,"C",10,7,"LARO","E",2,"1",NA,NA,"LARO","E",2,"1",NA,NA
"647",3,"C",10,8,"TRCY","T",2,"14",NA,NA,"TRCY","T",2,"14",NA,NA
"648",3,"C",10,9,"ARCA","E",3,"2",NA,NA,"ARCA","E",3,"2",NA,NA
"649",4,"A",1,1,"POLE","E",2,"2",NA,NA,"POLE","E",2,"2",NA,NA
"650",4,"A",1,2,"LARO","E",2,"8",NA,NA,"LARO","E",2,"8","Y",NA
"651",4,"A",1,3,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"652",4,"A",1,4,"TROR","E",1,"6",NA,NA,"TROR","E",1,"6","Y",NA
"653",4,"A",1,5,"VERO","E",1,"9",NA,NA,"VERO","E",1,"9","Y",NA
"654",4,"A",1,6,"TRCY","T",2,"11",NA,NA,"TRCY","T",2,"11",NA,NA
"655",4,"A",1,7,"ARCA","E",2,"4",NA,NA,"ARCA","E",2,"4",NA,NA
"656",4,"A",1,8,"ARCA","C",2,"5",NA,NA,"ARCA","C",2,"5","Y",NA
"657",4,"A",1,9,"TRCY","C",3,"2",NA,NA,"TRCY","C",3,"2","Y",NA
"658",4,"A",2,1,"TRCY","E",1,"7",NA,NA,"TRCY","E",1,"7",NA,NA
"659",4,"A",2,2,"VERO","T",2,"11",NA,NA,"VERO","C",2,"11",NA,"Swap"
"660",4,"A",2,3,"HYGL","E",1,"6",NA,NA,"HYGL","E",1,"6","Y",NA
"661",4,"A",2,4,"LARO","E",1,"5",NA,NA,"LARO","E",1,"5","Y","May be dead"
"662",4,"A",2,5,"VERO","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"663",4,"A",2,6,"PEAI","T",2,"10",NA,NA,"PEAI","T",2,"10",NA,NA
"664",4,"A",2,7,"VERO","T",1,"7",NA,NA,"VERO","T",1,"7",NA,NA
"665",4,"A",2,8,"HYGL","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"666",4,"A",2,9,"TRCY","E",2,"6",NA,NA,"TRCY","E",2,"6",NA,NA
"667",4,"A",3,1,"PEAI","C",1,"12",NA,NA,"PEAI","C",1,"12",NA,NA
"668",4,"A",3,2,"LARO","C",2,"8",NA,NA,"LARO","C",2,"8","Y",NA
"669",4,"A",3,3,"TROR","E",3,"10",NA,NA,"TROR","E",3,"10","Y",NA
"670",4,"A",3,4,"LARO","E",3,"6",NA,NA,"LARO","E",3,"6",NA,NA
"671",4,"A",3,5,"TRCY","C",1,"14",NA,NA,"TRCY","C",1,"14","Y",NA
"672",4,"A",3,6,"PEAI","E",2,"6",NA,NA,"PEAI","E",2,"6",NA,NA
"673",4,"A",3,7,"VERO","C",3,"8",NA,NA,"VERO","C",3,"8",NA,NA
"674",4,"A",3,8,"ARCA","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"675",4,"A",3,9,"HYGL","C",3,"7",NA,NA,"HYGL","C",3,"7","Y",NA
"676",4,"A",4,1,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"677",4,"A",4,2,"PLDE","C",3,"8",NA,NA,"PLDE","C",3,"8",NA,NA
"678",4,"A",4,3,"TRCY","T",1,"10",NA,NA,"TRCY","T",1,"10",NA,NA
"679",4,"A",4,4,"TROR","T",1,"5",NA,NA,"TROR","T",1,"5",NA,NA
"680",4,"A",4,5,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"681",4,"A",4,6,"ARCA","C",1,"1",NA,NA,"ARCA","C",1,"1","Y",NA
"682",4,"A",4,7,"VERO","C",1,"10",NA,NA,"VERO","C",1,"10",NA,NA
"683",4,"A",4,8,"LARO","C",1,"3",NA,NA,"LARO","C",1,"3","Y",NA
"684",4,"A",4,9,"HYGL","E",2,"4",NA,NA,"HYGL","E",2,"4","Y",NA
"685",4,"A",5,1,"ARCA","E",1,"9",NA,NA,"ARCA","E",1,"9",NA,NA
"686",4,"A",5,2,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"687",4,"A",5,8,"ARCA","E",3,"2",NA,NA,"ARCA","E",3,"2",NA,NA
"688",4,"A",5,9,"PLDE","C",1,"4",NA,NA,"PLDE","C",1,"4","Y",NA
"689",4,"A",6,1,"POLE","E",3,"1",NA,NA,"POLE","E",3,"1",NA,NA
"690",4,"A",6,2,"PEAI","E",1,"5",NA,NA,"PEAI","E",1,"5","Y","Never thinned"
"691",4,"A",6,8,"ARCA","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"692",4,"A",6,9,"TROR","T",2,"11",NA,NA,"TROR","T",2,"11",NA,NA
"693",4,"A",7,1,"PEAI","C",2,"6",NA,NA,"PEAI","C",2,"6",NA,NA
"694",4,"A",7,2,"POLE","C",3,"6",NA,NA,"POLE","C",3,"6","Y",NA
"695",4,"A",7,8,"LARO","T",1,"3",NA,NA,"LARO","T",1,"3","Y",NA
"696",4,"A",7,9,"PLDE","E",1,"7",NA,NA,"PLDE","E",1,"7",NA,NA
"697",4,"A",8,1,"PLDE","T",1,"10",NA,NA,"PLDE","T",1,"10",NA,NA
"698",4,"A",8,2,"PLDE","T",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",4,"A",8,3,"PEAI","C",3,"10",NA,NA,"PEAI","C",3,"10",NA,NA
"700",4,"A",8,4,"TROR","E",2,"8",NA,NA,"TROR","E",2,"8","Y",NA
"701",4,"A",8,6,"HYGL","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"702",4,"A",8,7,"HYGL","C",2,"6",NA,NA,"HYGL","C",2,"6","Y",NA
"703",4,"A",8,8,"PEAI","T",1,"6",NA,NA,"PEAI","T",1,"6",NA,NA
"704",4,"A",8,9,"PLDE","C",2,"11",NA,NA,"PLDE","C",2,"11",NA,NA
"705",4,"A",9,1,"ARCA","C",3,"1",NA,NA,"ARCA","C",3,"1","Y",NA
"706",4,"A",9,2,"TROR","C",2,"8",NA,NA,"TROR","C",2,"8","Y",NA
"707",4,"A",9,3,"LARO","T",2,"6",NA,NA,"LARO","T",2,"6","Y",NA
"708",4,"A",9,4,"VERO","E",3,"6",NA,NA,"VERO","E",3,"6","Y",NA
"709",4,"A",9,6,"PEAI","E",3,"3",NA,NA,"PEAI","E",3,"3",NA,NA
"710",4,"A",9,7,"TROR","C",1,"9",NA,NA,"TROR","C",1,"9","Y",NA
"711",4,"A",9,8,"TROR","C",3,"12",NA,NA,"TROR","C",3,"12",NA,NA
"712",4,"A",9,9,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"713",4,"A",10,1,"TRCY","C",2,"12",NA,NA,"TRCY","C",2,"12",NA,NA
"714",4,"A",10,2,"TRCY","E",3,"12",NA,NA,"TRCY","E",3,"12",NA,NA
"715",4,"A",10,3,"LARO","C",3,"4",NA,NA,"LARO","C",3,"4","Y",NA
"716",4,"A",10,4,"PLDE","E",3,"13",NA,NA,"PLDE","E",3,"13",NA,NA
"717",4,"A",10,6,"VERO","E",2,"10",NA,NA,"VERO","E",2,"10",NA,NA
"718",4,"A",10,7,"PLDE","E",2,"5",NA,NA,"PLDE","E",2,"5",NA,NA
"719",4,"A",10,8,"HYGL","T",1,"7",NA,NA,"HYGL","C",1,"7","Y","Swap"
"720",4,"A",10,9,"HYGL","E",3,"5",NA,NA,"HYGL","E",3,"5","Y",NA
"721",4,"B",1,1,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"722",4,"B",1,2,"VERO","E",3,"12",NA,NA,"VERO","E",3,"12",NA,NA
"723",4,"B",1,3,"LARO","C",3,"3",NA,NA,"LARO","C",3,"3","Y","No seeds"
